Rank,Change,Name,Position,College,Conference,State,Height,Weight,Position2,PositionGroup,PositionAspect,Date
49,+5,Shea Patterson,QB,Michigan,Big Ten,Michigan,"""6'2""""""",200,,QB,Off.,2019-07-21
50,+52,Colby Parkinson,TE,Stanford,Pac 12,California,"""6'7""""""",240,,TE,Off.,2019-07-21
51,-3,Collin Johnson,WRF,Texas,Big 12,Texas,"""6'6""""""",220,,WR,Off.,2019-07-21
52,-3,Tommy Kraemer,OG,Notre Dame,FBS - Independent,Indiana,"""6'6""""""",319,,OL,Off.,2019-07-21
53,+4,Anfernee Jennings,EDGE,Alabama,SEC,Alabama,"""6'3""""""",259,OLB,DL,Def.,2019-07-21
54,+8,Michael Pinckney,OLB,Miami (FL),ACC,Florida,"""6'1""""""",220,,LB,Def.,2019-07-21
55,-4,Eno Benjamin,RBF,Arizona State,Pac 12,Arizona,"""5'10""""""",201,,RB,Off.,2019-07-21
56,+107,Tristan Wirfs,OT,Iowa,Big Ten,Iowa,"""6'5""""""",320,,OL,Off.,2019-07-21
57,+1,Brandon Jones,S,Texas,Big 12,Texas,"""6'0""""""",210,,DB,Def.,2019-07-21
58,+8,Ben Bredeson,OG,Michigan,Big Ten,Michigan,"""6'5""""""",320,,OL,Off.,2019-07-21
59,-6,Khalid Kareem,EDGE,Notre Dame,FBS - Independent,Indiana,"""6'4""""""",265,,DL,Def.,2019-07-21
60,+14,Julian Okwara,EDGE,Notre Dame,FBS - Independent,Indiana,"""6'5""""""",241,,DL,Def.,2019-07-21
61,+6,Tarik Black,WRF,Michigan,Big Ten,Michigan,"""6'3""""""",215,,WR,Off.,2019-07-21
62,-15,T.J. Vasher,WRF,Texas Tech,Big 12,Texas,"""6'6""""""",190,,WR,Off.,2019-07-21
63,-2,A.J. Terrell,CB,Clemson,ACC,South Carolina,"""6'2""""""",190,,DB,Def.,2019-07-21
64,+11,Justin Madubuike,DL3T,Texas A&M,SEC,Texas,"""6'3""""""",304,,DL,Def.,2019-07-21
65,-5,Najee Harris,RBF,Alabama,SEC,Alabama,"""6'2""""""",230,,RB,Off.,2019-07-21
66,+31,Marlon Davidson,DL5T,Auburn,SEC,Alabama,"""6'3""""""",278,,DL,Def.,2019-07-21
67,+5,Lavert Hill,CB,Michigan,Big Ten,Michigan,"""5'11""""""",181,,DB,Def.,2019-07-21
68,-9,J.R. Reed,S,Georgia,SEC,Georgia,"""6'1""""""",194,,DB,Def.,2019-07-21
69,-6,Darryl Williams,OC,Mississippi State,SEC,Mississippi,"""6'2""""""",310,,OL,Off.,2019-07-21
70,+1,Curtis Weaver,EDGE,Boise State,FBS - Mountain West,Idaho,"""6'3""""""",266,,DL,Def.,2019-07-21
71,-7,Steven Montez,QB,Colorado,Pac 12,Colorado,"""6'5""""""",230,,QB,Off.,2019-07-21
72,-20,Mekhi Becton,OT,Louisville,ACC,Kentucky,"""6'7""""""",355,,OL,Off.,2019-07-21
73,+13,Anthony Hines,OLB,Texas A&M,SEC,Texas,"""6'3""""""",226,,LB,Def.,2019-07-21
74,-5,K.J. Hill,WRF,Ohio State,Big Ten,Ohio,"""6'0""""""",195,,WR,Off.,2019-07-21
75,-7,Zack Moss,RBF,Utah,Pac 12,Utah,"""5'10""""""",210,,RB,Off.,2019-07-21
76,+4,Malik Harrison,ILB,Ohio State,Big Ten,Ohio,"""6'3""""""",245,,LB,Def.,2019-07-21
77,+32,Grant Calcaterra,TE,Oklahoma,Big 12,Oklahoma,"""6'4""""""",221,,TE,Off.,2019-07-21
78,-5,Willie Gay Jr.,OLB,Mississippi State,SEC,Mississippi,"""6'2""""""",235,,LB,Def.,2019-07-21
79,+13,Marvin Wilson,DL1T,Florida State,ACC,Florida,"""6'5""""""",314,DL3T,DL,Def.,2019-07-21
80,+1,Cam Akers,RBF,Florida State,ACC,Florida,"""5'11""""""",210,,RB,Off.,2019-07-21
81,-3,Jordan Fuller,S,Ohio State,Big Ten,Ohio,"""6'2""""""",205,,DB,Def.,2019-07-21
82,-27,Liam Eichenberg,OT,Notre Dame,FBS - Independent,Indiana,"""6'6""""""",305,,OL,Off.,2019-07-21
83,+25,Glen Logan,DL5T,LSU,SEC,Louisiana,"""6'4""""""",297,,DL,Def.,2019-07-21
84,-14,Jeffrey Okudah,CB,Ohio State,Big Ten,Ohio,"""6'1""""""",200,,DB,Def.,2019-07-21
85,-9,Alton Robinson,EDGE,Syracuse,ACC,New York,"""6'4""""""",257,,DL,Def.,2019-07-21
86,-9,Troy Dye,ILB,Oregon,Pac 12,Oregon,"""6'4""""""",224,,LB,Def.,2019-07-21
87,NEW,Ty Chandler,RBF,Tennessee,SEC,Tennessee,"""5'11""""""",201,,RB,Off.,2019-07-21
88,-4,K.J. Costello,QB,Stanford,Pac 12,California,"""6'5""""""",215,,QB,Off.,2019-07-21
89,+25,J.J. Taylor,RBC,Arizona,Pac 12,Arizona,"""5'6""""""",184,,RB,Off.,2019-07-21
90,-5,Dontavious Jackson,ILB,Florida State,ACC,Florida,"""6'3""""""",233,,LB,Def.,2019-07-21
91,-1,Shyheim Carter,CB,Alabama,SEC,Alabama,"""6'0""""""",195,,DB,Def.,2019-07-21
92,-5,Javon Kinlaw,DL3T,South Carolina,SEC,South Carolina,"""6'6""""""",302,,DL,Def.,2019-07-21
93,-14,DeVonta Smith,WRF,Alabama,SEC,Alabama,"""6'1""""""",193,,WR,Off.,2019-07-21
94,-38,Alex Leatherwood,OG,Alabama,SEC,Alabama,"""6'6""""""",304,OT,OL,Off.,2019-07-21
95,+33,Jared Pinkney,TE,Vanderbilt,SEC,Tennessee,"""6'4""""""",255,,TE,Off.,2019-07-21
96,-1,K'Lavon Chaisson,OLB,LSU,SEC,Louisiana,"""6'4""""""",238,EDGE,LB,Def.,2019-07-21
97,-6,A.J. Dillon,RBF,Boston College,ACC,Massachusetts,"""6'0""""""",245,,RB,Off.,2019-07-21
98,--,Marquez Callaway,WRF,Tennessee,SEC,Tennessee,"""6'2""""""",200,,WR,Off.,2019-07-21
99,+1,Kenneth Murray,OLB,Oklahoma,Big 12,Oklahoma,"""6'2""""""",238,,LB,Def.,2019-07-21
100,NEW,Brycen Hopkins,TE,Purdue,Big Ten,Indiana,"""6'5""""""",245,,TE,Off.,2019-07-21
101,-5,David Dowell,S,Michigan State,Big Ten,Michigan,"""6'1""""""",205,,DB,Def.,2019-07-21
102,NEW,Nick Harris,OC,Washington,Pac 12,Washington,"""6'1""""""",302,,OL,Off.,2019-07-21
103,--,Joe Bachie,ILB,Michigan State,Big Ten,Michigan,"""6'2""""""",238,,LB,Def.,2019-07-21
104,+8,Darrell Taylor,EDGE,Tennessee,SEC,Tennessee,"""6'4""""""",247,,DL,Def.,2019-07-21
105,-11,Paddy Fisher,ILB,Northwestern,Big Ten,Illinois,"""6'4""""""",241,,LB,Def.,2019-07-21
106,-2,Jon Runyan,OG,Michigan,Big Ten,Michigan,"""6'5""""""",310,OT,OL,Off.,2019-07-21
107,-1,Mike Hampton,CB,South Florida,FBS - AAC,Florida,"""6'1""""""",180,,DB,Def.,2019-07-21
108,+2,Tuf Borland,ILB,Ohio State,Big Ten,Ohio,"""6'1""""""",230,,LB,Def.,2019-07-21
109,+34,Shane Lemieux,OG,Oregon,Pac 12,Oregon,"""6'4""""""",317,,OL,Off.,2019-07-21
110,-3,Jalen Hurts,QB,Oklahoma,Big 12,Oklahoma,"""6'2""""""",210,,QB,Off.,2019-07-21
111,+46,Mustafa Johnson,DL3T,Colorado,Pac 12,Colorado,"""6'2""""""",290,,DL,Def.,2019-07-21
112,+29,Zack Shackelford,OC,Texas,Big 12,Texas,"""6'4""""""",305,,OL,Off.,2019-07-21
113,+23,Josh Kaindoh,EDGE,Florida State,ACC,Florida,"""6'7""""""",261,,DL,Def.,2019-07-21
114,+3,McTelvin Agim,DL5T,Arkansas,SEC,Arkansas,"""6'3""""""",279,,DL,Def.,2019-07-21
115,+5,Sean Pollard,OG,Clemson,ACC,South Carolina,"""6'5""""""",320,,OL,Off.,2019-07-21
116,-15,Chubba Hubbard,RBF,Oklahoma State,Big 12,Oklahoma,"""6'1""""""",207,,RB,Off.,2019-07-21
117,-1,Alohi Gilman,S,Notre Dame,FBS - Independent,Indiana,"""5'11""""""",201,,DB,Def.,2019-07-21
118,+8,Chase Claypool,WRF,Notre Dame,FBS - Independent,Indiana,"""6'4""""""",227,,WR,Off.,2019-07-21
119,-1,Britain Covey,WRS,Utah,Pac 12,Utah,"""5'8""""""",170,,WR,Off.,2019-07-21
120,-37,Saahdiq Charles,OT,LSU,SEC,Louisiana,"""6'5""""""",305,,OL,Off.,2019-07-21
121,-2,Jonathan Garvin,EDGE,Miami (FL),ACC,Florida,"""6'4""""""",250,,DL,Def.,2019-07-21
122,NEW,Jacob Breeland,TE,Oregon,Pac 12,Oregon,"""6'5""""""",240,,TE,Off.,2019-07-21
123,-8,Solomon Kindley,OG,Georgia,SEC,Georgia,"""6'4""""""",335,,OL,Off.,2019-07-21
124,-3,Brian Lewerke,QB,Michigan State,Big Ten,Michigan,"""6'3""""""",214,,QB,Off.,2019-07-21
125,+7,Erroll Thompson,ILB,Mississippi State,SEC,Mississippi,"""6'1""""""",250,,LB,Def.,2019-07-21
126,+20,Anthony McFarland Jr.,RBC,Maryland,Big Ten,Maryland,"""5'8""""""",193,,RB,Off.,2019-07-21
127,+2,Demetris Robertson,WRF,Georgia,SEC,Georgia,"""6'0""""""",190,,WR,Off.,2019-07-21
128,-17,Chase Lucas,CB,Arizona State,Pac 12,Arizona,"""6'0""""""",175,,DB,Def.,2019-07-21
129,+10,Jeffrey McCulloch,ILB,Texas,Big 12,Texas,"""6'3""""""",245,,LB,Def.,2019-07-21
130,--,Julian Blackmon,S,Utah,Pac 12,Utah,"""6'1""""""",195,,DB,Def.,2019-07-21
131,+2,Damon Arnette,CB,Ohio State,Big Ten,Ohio,"""6'0""""""",195,,DB,Def.,2019-07-21
132,-8,Jake Hanson,OC,Oregon,Pac 12,Oregon,"""6'5""""""",297,,OL,Off.,2019-07-21
133,-44,Prince Tega Wanogho,OT,Auburn,SEC,Alabama,"""6'7""""""",310,,OL,Off.,2019-07-21
134,+10,Carter Coughlin,OLB,Minnesota,Big Ten,Minnesota,"""6'4""""""",245,EDGE,LB,Def.,2019-07-21
135,-13,Julian Rochester,DL3T,Georgia,SEC,Georgia,"""6'5""""""",300,,DL,Def.,2019-07-21
136,-48,Tremayne Anchrum,OG,Clemson,ACC,South Carolina,"""6'2""""""",310,,OL,Off.,2019-07-21
137,-14,T.J. Carter,CB,Memphis,FBS - AAC,Tennessee,"""5'11""""""",180,,DB,Def.,2019-07-21
138,--,Ke'Shawn Vaughn,RBF,Vanderbilt,SEC,Tennessee,"""5'10""""""",215,,RB,Off.,2019-07-21
139,-5,Michael Warren II,RBF,Cincinnati,FBS - AAC,Ohio,"""5'11""""""",218,,RB,Off.,2019-07-21
140,--,Jabari Zuniga,EDGE,Florida,SEC,Florida,"""6'4""""""",257,,DL,Def.,2019-07-21
141,-3,Denzel Mims,WRF,Baylor,Big 12,Texas,"""6'3""""""",197,,WR,Off.,2019-07-21
142,--,Larry Rountree III,RBF,Missouri,SEC,Missouri,"""5'10""""""",210,,RB,Off.,2019-07-21
143,-8,Levonta Taylor,CB,Florida State,ACC,Florida,"""5'10""""""",181,,DB,Def.,2019-07-21
144,+40,Richard Moore,OLB,SMU,FBS - AAC,Texas,"""6'0""""""",230,,LB,Def.,2019-07-21
145,-14,Mitchell Wilcox,TE,South Florida,FBS - AAC,Florida,"""6'5""""""",245,,TE,Off.,2019-07-21
146,+9,Nate Stanley,QB,Iowa,Big Ten,Iowa,"""6'4""""""",243,,QB,Off.,2019-07-21
147,+1,Antoine Brooks Jr.,S,Maryland,Big Ten,Maryland,"""5'11""""""",210,,DB,Def.,2019-07-21
148,-3,Kelvin Jarvis,OG,Michigan State,Big Ten,Michigan,"""6'4""""""",317,,OL,Off.,2019-07-21
149,+5,Tyler Vaughns,WRF,USC,Pac 12,California,"""6'2""""""",185,,WR,Off.,2019-07-21
150,-25,Lucas Niang,OT,TCU,Big 12,Texas,"""6'7""""""",328,,OL,Off.,2019-07-21
151,-24,Jonathon Cooper,EDGE,Ohio State,Big Ten,Ohio,"""6'4""""""",257,,DL,Def.,2019-07-21
152,-2,Nigel Warrior,S,Tennessee,SEC,Tennessee,"""6'0""""""",191,,DB,Def.,2019-07-21
153,+6,Sam Ehlinger,QB,Texas,Big 12,Texas,"""6'3""""""",235,,QB,Off.,2019-07-21
154,+2,Harrison Bryant,TE,Florida Atlantic,FBS - CUSA,Florida,"""6'5""""""",240,,TE,Off.,2019-07-21
155,+12,Lorenzo Neal,DL3T,Purdue,Big Ten,Indiana,"""6'3""""""",315,,DL,Def.,2019-07-21
156,+2,DeMarkus Acy,CB,Missouri,SEC,Missouri,"""6'2""""""",195,,DB,Def.,2019-07-21
157,+5,Rayshard Ashby,ILB,Virginia Tech,ACC,Virginia,"""5'10""""""",230,,LB,Def.,2019-07-21
158,-21,Luke Campbell,OT,Michigan State,Big Ten,Michigan,"""6'5""""""",302,,OL,Off.,2019-07-21
159,-8,Rodney Smith,RBF,Minnesota,Big Ten,Minnesota,"""5'11""""""",210,,RB,Off.,2019-07-21
160,-13,Benito Jones,DL1T,Ole Miss,SEC,Mississippi,"""6'1""""""",326,,DL,Def.,2019-07-21
161,+8,Joe Gaziano,DL5T,Northwestern,Big Ten,Illinois,"""6'4""""""",275,,DL,Def.,2019-07-21
162,-9,Greg Eiland,OT,Mississippi State,SEC,Mississippi,"""6'8""""""",335,,OL,Off.,2019-07-21
163,+45,Cam Brown,ILB,Penn State,Big Ten,Pennsylvania,"""6'5""""""",230,,LB,Def.,2019-07-21
164,+1,Reggie Floyd,S,Virginia Tech,ACC,Virginia,"""6'0""""""",222,,DB,Def.,2019-07-21
165,-13,Christian Rector,EDGE,USC,Pac 12,California,"""6'4""""""",275,,DL,Def.,2019-07-21
166,+6,Pete Werner,ILB,Ohio State,Big Ten,Ohio,"""6'3""""""",236,,LB,Def.,2019-07-21
167,+6,Theo Howard,WRF,UCLA,Pac 12,California,"""6'0""""""",182,,WR,Off.,2019-07-21
168,-69,Trystan Colon-Castillo,OC,Missouri,SEC,Missouri,"""6'4""""""",315,,OL,Off.,2019-07-21
169,-20,Corey Bethley,DL3T,TCU,Big 12,Texas,"""6'2""""""",290,,DL,Def.,2019-07-21
170,+17,Mohamed Barry,ILB,Nebraska,Big Ten,Nebraska,"""6'1""""""",230,,LB,Def.,2019-07-21
171,-1,Scottie Phillips,RBC,Ole Miss,SEC,Mississippi,"""5'8""""""",212,,RB,Off.,2019-07-21
172,-6,Steven Gonzalez,OG,Penn State,Big Ten,Pennsylvania,"""6'4""""""",349,,OL,Off.,2019-07-21
173,-5,Tre'Vour Wallace-Simms,OG,Missouri,SEC,Missouri,"""6'5""""""",330,,OL,Off.,2019-07-21
174,-13,Lamical Perine,RBF,Florida,SEC,Florida,"""5'11""""""",227,,RB,Off.,2019-07-21
175,-4,Dylan Singleton,S,Duke,ACC,North Carolina,"""5'11""""""",190,,DB,Def.,2019-07-21
176,--,Joshua Kelley,RBC,UCLA,Pac 12,California,"""5'11""""""",204,,RB,Off.,2019-07-21
177,-13,Krys Barnes,ILB,UCLA,Pac 12,California,"""6'1""""""",235,,LB,Def.,2019-07-21
178,--,Essang Bassey,CB,Wake Forest,ACC,North Carolina,"""6'10""""""",190,,DB,Def.,2019-07-21
179,+4,Jared Rice,TE,Fresno State,FBS - Mountain West,California,"""6'5""""""",238,,TE,Off.,2019-07-21
180,+68,Keisean Lucier-South,EDGE,UCLA,Pac 12,California,"""6'4""""""",235,,DL,Def.,2019-07-21
181,--,Zach Robertson,OG,Arizona State,Pac 12,Arizona,"""6'5""""""",335,OT,OL,Off.,2019-07-21
182,-7,Marlon Tuipulotu,DL3T,USC,Pac 12,California,"""6'3""""""",305,,DL,Def.,2019-07-21
183,+20,Kenny Robinson Jr.,S,West Virginia,Big 12,West Virginia,"""6'2""""""",202,,DB,Def.,2019-07-21
184,+14,Kellen Mond,QB,Texas A&M,SEC,Texas,"""6'2""""""",217,,QB,Off.,2019-07-21
185,+11,James Proche,WRS,SMU,FBS - AAC,Texas,"""5'11""""""",190,,WR,Off.,2019-07-21
186,+16,Scott Lashley,OT,Alabama,SEC,Alabama,"""6'7""""""",307,,OL,Off.,2019-07-21
187,+1,Nyles Pinckney,DL3T,Clemson,ACC,South Carolina,"""6'1""""""",305,,DL,Def.,2019-07-21
188,-14,D'Eriq King,QB,Houston,FBS - AAC,Texas,"""5'11""""""",195,,QB,Off.,2019-07-21
189,+11,Scott Frantz,OT,Kansas State,Big 12,Kansas,"""6'5""""""",303,,OL,Off.,2019-07-21
190,NEW,Drew Richmond,OT,USC,Pac 12,California,"""6'5""""""",316,,OL,Off.,2019-07-21
191,-12,Josh Uche,OLB,Michigan,Big Ten,Michigan,"""6'3""""""",238,,LB,Def.,2019-07-21
192,-32,Isaiahh Loudermilk,DL5T,Wisconsin,Big Ten,Wisconsin,"""6'7""""""",306,,DL,Def.,2019-07-21
193,-2,Tavien Feaster,RBF,Clemson,ACC,South Carolina,"""5'11""""""",220,,RB,Off.,2019-07-21
194,-1,Juwan Washington,RBC,San Diego State,FBS - Mountain West,California,"""5'7""""""",190,,RB,Off.,2019-07-21
195,-6,Patrick Johnson,EDGE,Tulane,FBS - AAC,Louisiana,"""6'3""""""",255,,DL,Def.,2019-07-21
196,NEW,Matt Bushman,TE,BYU,FBS - Independent,Utah,"""6'5""""""",245,,TE,Off.,2019-07-21
197,+8,Tedarrell Slaton,DL1T,Florida,SEC,Florida,"""6'5""""""",343,,DL,Def.,2019-07-21
198,-18,Paulson Adedo,CB,Stanford,Pac 12,California,"""6'1""""""",189,,DB,Def.,2019-07-21
199,-106,Matt Hennessy,OC,Temple,FBS - AAC,Pennsylvania,"""6'4""""""",295,,OL,Off.,2019-07-21
200,-23,Khalil Davis,DL1T,Nebraska,Big Ten,Nebraska,"""6'2""""""",310,,DL,Def.,2019-07-21
201,-7,Nick Westbrook,WRF,Indiana,Big Ten,Indiana,"""6'3""""""",216,,WR,Off.,2019-07-21
202,-20,Robert Windsor,DL3T,Penn State,Big Ten,Pennsylvania,"""6'4""""""",289,,DL,Def.,2019-07-21
203,-17,Jordan Elliott,DL3T,Missouri,SEC,Missouri,"""6'4""""""",315,,DL,Def.,2019-07-21
204,+2,Tyler Johnson,WRF,Minnesota,Big Ten,Minnesota,"""6'2""""""",200,,WR,Off.,2019-07-21
205,+58,Logan Wilson,ILB,Wyoming,FBS - Mountain West,Wyoming,"""6'2""""""",250,,LB,Def.,2019-07-21
206,-2,Jordan Cronkrite,RBF,South Florida,FBS - AAC,Florida,"""5'11""""""",207,,RB,Off.,2019-07-21
207,+7,Cameron Dantzler,CB,Mississippi State,SEC,Mississippi,"""6'2""""""",185,,DB,Def.,2019-07-21
208,-1,Kiel Pollard,FB,South Carolina,SEC,South Carolina,"""6'1""""""",235,,RB,Off.,2019-07-21
209,+4,Marcus Keyes,OG,Oklahoma State,Big 12,Oklahoma,"""6'3""""""",309,,OL,Off.,2019-07-21
210,+8,Tyler Clark,DL1T,Georgia,SEC,Georgia,"""6'4""""""",300,,DL,Def.,2019-07-21
211,-2,Raequan Williams,DL3T,Michigan State,Big Ten,Michigan,"""6'4""""""",298,,DL,Def.,2019-07-21
212,-13,K'Von Wallace,S,Clemson,ACC,South Carolina,"""5'11""""""",210,,DB,Def.,2019-07-21
213,-23,Braden Mann,P,Texas A&M,SEC,Texas,"""5'11""""""",195,,P,ST,2019-07-21
214,+31,Rashad Weaver,EDGE,Pitt,ACC,Pennsylvania,"""6'5""""""",260,,DL,Def.,2019-07-21
215,-4,Thomas Graham Jr.,CB,Oregon,Pac 12,Oregon,"""5'11""""""",191,,DB,Def.,2019-07-21
216,+1,Feleipe Franks,QB,Florida,SEC,Florida,"""6'6""""""",240,,QB,Off.,2019-07-21
217,-32,Kenny Cooper,OC,Georgia Tech,ACC,Georgia,"""6'2""""""",305,,OL,Off.,2019-07-21
218,+12,Levi Onwuzurike,DL3T,Washington,Pac 12,Washington,"""6'3""""""",282,,DL,Def.,2019-07-21
219,-27,Dalton Keene,TE,Virginia Tech,ACC,Virginia,"""6'4""""""",246,,TE,Off.,2019-07-21
220,+23,Colin Schooler,ILB,Arizona,Pac 12,Arizona,"""6'0""""""",236,,LB,Def.,2019-07-21
221,-1,Jet Toner,PK,Stanford,Pac 12,California,"""6'4""""""",201,,K,ST,2019-07-21
222,+2,Kennedy McKoy,RBC,West Virginia,Big 12,West Virginia,"""6'0""""""",198,,RB,Off.,2019-07-21
223,+6,Richie Grant,S,UCF,FBS - AAC,Florida,"""6'0""""""",194,,DB,Def.,2019-07-21
224,+2,Rashad Robinson,CB,James Madison,FCS,Virginia,"""5'11""""""",185,,DB,Def.,2019-07-21
225,-13,Josiah Scott,CB,Michigan State,Big Ten,Michigan,"""5'10""""""",168,,DB,Def.,2019-07-21
226,-5,T.J. Brunson,ILB,South Carolina,SEC,South Carolina,"""6'0""""""",230,,LB,Def.,2019-07-21
227,+11,Jordan Williams,DL3T,Clemson,ACC,South Carolina,"""6'4""""""",305,,DL,Def.,2019-07-21
228,-12,Leki Fotu,DL1T,Utah,Pac 12,Utah,"""6'5""""""",330,,DL,Def.,2019-07-21
229,-14,Trey Sermon,RBF,Oklahoma,Big 12,Oklahoma,"""6'0""""""",224,,RB,Off.,2019-07-21
230,+5,Jason Strowbridge,DL3T,North Carolina,ACC,North Carolina,"""6'3""""""",285,,DL,Def.,2019-07-21
231,+25,De'Jon Harris,ILB,Arkansas,SEC,Arkansas,"""6'0""""""",244,,LB,Def.,2019-07-21
232,-22,Neville Gallimore,DL1T,Oklahoma,Big 12,Oklahoma,"""6'2""""""",330,,DL,Def.,2019-07-21
233,+31,Juju Hughes,S,Fresno State,FBS - Mountain West,California,"""5'11""""""",188,,DB,Def.,2019-07-21
234,-37,Evan Weaver,ILB,California,Pac 12,California,"""6'3""""""",245,,LB,Def.,2019-07-21
235,-8,Logan Stenberg,OG,Kentucky,SEC,Kentucky,"""6'6""""""",326,,OL,Off.,2019-07-21
236,-4,Bobby Roundtree,EDGE,Illinois,Big Ten,Illinois,"""6'5""""""",255,,DL,Def.,2019-07-21
237,+3,Davion Taylor,OLB,Colorado,Pac 12,Colorado,"""6'2""""""",220,,LB,Def.,2019-07-21
238,+14,Justin Jefferson,WRF,LSU,SEC,Louisiana,"""6'2""""""",185,,WR,Off.,2019-07-21
239,-11,Jordon Scott,DL1T,Oregon,Pac 12,Oregon,"""6'1""""""",329,,DL,Def.,2019-07-21
240,-1,Reggie Corbin,RBC,Illinois,Big Ten,Illinois,"""5'10""""""",200,,RB,Off.,2019-07-21
241,+10,McKenzie Milton,QB,UCF,FBS - AAC,Florida,"""5'11""""""",185,,QB,Off.,2019-07-21
242,+4,Jason Huntley,RBC,New Mexico State,FBS - Sun Belt,New Mexico,"""5'9""""""",188,,RB,Off.,2019-07-21
243,-12,Luc Bequette,DL5T,California,Pac 12,California,"""6'2""""""",295,,DL,Def.,2019-07-21
244,-7,Dicaprio Bootle,CB,Nebraska,Big Ten,Nebraska,"""5'10""""""",190,,DB,Def.,2019-07-21
245,-1,Tyrie Cleveland,WRF,Florida,SEC,Florida,"""6'2""""""",206,,WR,Off.,2019-07-21
246,-51,Tommy Townsend,P,Florida,SEC,Florida,"""6'2""""""",183,,P,ST,2019-07-21
247,-5,Darrynton Evans,RBC,Appalachian State,FBS - Sun Belt,North Carolina,"""5'11""""""",190,,RB,Off.,2019-07-21
248,-26,Dante Olson,ILB,Montana,FCS,Montana,"""6'3""""""",237,,LB,Def.,2019-07-21
249,+10,Leo Lewis,ILB,Mississippi State,SEC,Mississippi,"""6'2""""""",245,,LB,Def.,2019-07-21
250,-49,Daelin Hayes,DL5T,Notre Dame,FBS - Independent,Indiana,"""6'4""""""",268,,DL,Def.,2019-07-21
251,-28,Patrick Queen,ILB,LSU,SEC,Louisiana,"""6'2""""""",232,,LB,Def.,2019-07-21
252,+6,Jay Tufele,DL3T,USC,Pac 12,California,"""6'3""""""",310,,DL,Def.,2019-07-21
253,+1,Bravvion Roy,DL1T,Baylor,Big 12,Texas,6'1,330,,DL,Def.,2019-07-21
254,-29,Blake Gillikin,P,Penn State,Big Ten,Pennsylvania,"""6'2""""""",195,,P,ST,2019-07-21
255,-5,Kylan Wilborn,EDGE,Arizona,Pac 12,Arizona,"""6'2""""""",248,,DL,Def.,2019-07-21
256,+12,Marcel Spears Jr.,OLB,Iowa State,Big 12,Iowa,"""6'1""""""",215,,LB,Def.,2019-07-21
257,-4,Levante Bellamy,RBF,Western Michigan,FBS - MAC,Michigan,"""5'9""""""",185,RBC,RB,Off.,2019-07-21
258,-24,Josiah Deguara,TE,Cincinnati,FBS - AAC,Ohio,"""6'3""""""",240,,TE,Off.,2019-07-21
259,-12,Jake Verity,PK,East Carolina,FBS - AAC,North Carolina,"""6'1""""""",185,,K,ST,2019-07-21
260,-3,Dane Jackson,CB,Pitt,ACC,Pennsylvania,"""6'0""""""",190,,DB,Def.,2019-07-21
261,--,Jake Bentley,QB,South Carolina,SEC,South Carolina,"""6'2""""""",220,,QB,Off.,2019-07-21
262,+18,Cale Garrett,ILB,Missouri,SEC,Missouri,"""6'3""""""",230,,LB,Def.,2019-07-21
263,+14,Mark Gilbert,CB,Duke,ACC,North Carolina,"""6'1""""""",175,,DB,Def.,2019-07-21
264,-23,Dominik Eberle,PK,Utah State,FBS - Mountain West,Utah,"""6'2""""""",195,,K,ST,2019-07-21
265,-29,Khalil Brooks,OLB,Middle Tennessee,FBS - CUSA,Tennessee,"""5'11""""""",206,,LB,Def.,2019-07-21
266,+9,Bryan Edwards,WRF,South Carolina,SEC,South Carolina,"""6'3""""""",215,,WR,Off.,2019-07-21
267,+2,Colton Jackson,OT,Arkansas,SEC,Arkansas,"""6'5""""""",301,,OL,Off.,2019-07-21
268,+40,Breiden Fehoko,DL5T,LSU,SEC,Louisiana,"""6'4""""""",291,,DL,Def.,2019-07-21
269,-50,Cohl Cabral,OC,Arizona State,Pac 12,Arizona,"""6'5""""""",291,,OL,Off.,2019-07-21
270,-21,Chauncey Rivers,DL5T,Mississippi State,SEC,Mississippi,"""6'3""""""",275,,DL,Def.,2019-07-21
271,-11,Kamal Martin,ILB,Minnesota,Big Ten,Minnesota,"""6'3""""""",235,,LB,Def.,2019-07-21
272,+6,Sage Lewis,ILB,Florida International,FBS - CUSA,Florida,"""6'1""""""",240,,LB,Def.,2019-07-21
273,--,Quincy Roche,EDGE,Temple,FBS - AAC,Pennsylvania,"""6'4""""""",235,,DL,Def.,2019-07-21
274,+14,Jahad Woods,OLB,Washington State,Pac 12,Washington,"""6'0""""""",225,,LB,Def.,2019-07-21
275,+12,Michael Onwenu,OG,Michigan,Big Ten,Michigan,"""6'3""""""",365,,OL,Off.,2019-07-21
276,-10,Raymond Calais,RBC,LSU,SEC,Louisiana,"""5'9""""""",180,,RB,Off.,2019-07-21
277,-15,Khaleke Hudson,OLB,Michigan,Big Ten,Michigan,"""6'0""""""",220,,LB,Def.,2019-07-21
278,+12,Caleb Kelly,OLB,Oklahoma,Big 12,Oklahoma,"""6'3""""""",231,,LB,Def.,2019-07-21
279,+34,Markus Bailey,ILB,Purdue,Big Ten,Indiana,"""6'1""""""",240,,LB,Def.,2019-07-21
280,-8,Robert Landers,DL3T,Ohio State,Big Ten,Ohio,"""6'1""""""",285,,DL,Def.,2019-07-21
281,-48,David Reese II,ILB,Florida,SEC,Florida,"""6'1""""""",248,,LB,Def.,2019-07-21
282,+20,Kyahva Tezino,OLB,San Diego State,FBS - Mountain West,California,"""6'0""""""",230,,LB,Def.,2019-07-21
